task_id,task_last,task_city,task_class,task_type,accumulation,task_need,task_reward
3010166,3010165,1,1,1,0,"{""1902004"":[1,14]}","{""1101201"":262000,""1101202"":262000,""1101203"":262000,""1102003"":139000,""1102001"":139000,""1102004"":139000}"
3010167,3010166,1,1,1,0,"{""1913001"":[1,14]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010168,3010167,1,1,1,0,"{""1901001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010169,3010168,1,1,1,0,"{""1906001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010170,3010169,1,1,1,0,"{""1903001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010171,3010170,1,1,1,0,"{""1907001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010172,3010171,1,1,1,0,"{""1909001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010173,3010172,1,1,1,0,"{""1904001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010174,3010173,1,1,1,0,"{""1902002"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010175,3010174,1,1,1,0,"{""1902003"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010176,3010175,1,1,1,0,"{""1902001"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010177,3010176,1,1,1,0,"{""1902004"":[1,15]}","{""1101201"":289000,""1101202"":289000,""1101203"":289000,""1102003"":153000,""1102001"":153000,""1102004"":153000}"
3010178,3010177,1,1,1,0,"{""1913001"":[1,15]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010179,3010178,1,1,1,0,"{""1901001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010180,3010179,1,1,1,0,"{""1906001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010181,3010180,1,1,1,0,"{""1903001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010182,3010181,1,1,1,0,"{""1907001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010183,3010182,1,1,1,0,"{""1909001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010184,3010183,1,1,1,0,"{""1904001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010185,3010184,1,1,1,0,"{""1902002"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010186,3010185,1,1,1,0,"{""1902003"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010187,3010186,1,1,1,0,"{""1902001"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010188,3010187,1,1,1,0,"{""1902004"":[1,16]}","{""1101201"":318000,""1101202"":318000,""1101203"":318000,""1102003"":169000,""1102001"":169000,""1102004"":169000}"
3010189,3010188,1,1,1,0,"{""1913001"":[1,16]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010190,3010189,1,1,1,0,"{""1901001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010191,3010190,1,1,1,0,"{""1906001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010192,3010191,1,1,1,0,"{""1903001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010193,3010192,1,1,1,0,"{""1907001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010194,3010193,1,1,1,0,"{""1909001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010195,3010194,1,1,1,0,"{""1904001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010196,3010195,1,1,1,0,"{""1902002"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010197,3010196,1,1,1,0,"{""1902003"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010198,3010197,1,1,1,0,"{""1902001"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010199,3010198,1,1,1,0,"{""1902004"":[1,17]}","{""1101201"":350000,""1101202"":350000,""1101203"":350000,""1102003"":186000,""1102001"":186000,""1102004"":186000}"
3010200,3010199,1,1,1,0,"{""1913001"":[1,17]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010201,3010200,1,1,1,0,"{""1901001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010202,3010201,1,1,1,0,"{""1906001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010203,3010202,1,1,1,0,"{""1903001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010204,3010203,1,1,1,0,"{""1907001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010205,3010204,1,1,1,0,"{""1909001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010206,3010205,1,1,1,0,"{""1904001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010207,3010206,1,1,1,0,"{""1902002"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010208,3010207,1,1,1,0,"{""1902003"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010209,3010208,1,1,1,0,"{""1902001"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010210,3010209,1,1,1,0,"{""1902004"":[1,18]}","{""1101201"":385000,""1101202"":385000,""1101203"":385000,""1102003"":205000,""1102001"":205000,""1102004"":205000}"
3010211,3010210,1,1,1,0,"{""1913001"":[1,18]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010212,3010211,1,1,1,0,"{""1901001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010213,3010212,1,1,1,0,"{""1906001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010214,3010213,1,1,1,0,"{""1903001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010215,3010214,1,1,1,0,"{""1907001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010216,3010215,1,1,1,0,"{""1909001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010217,3010216,1,1,1,0,"{""1904001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010218,3010217,1,1,1,0,"{""1902002"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010219,3010218,1,1,1,0,"{""1902003"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010220,3010219,1,1,1,0,"{""1902001"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010221,3010220,1,1,1,0,"{""1902004"":[1,19]}","{""1101201"":424000,""1101202"":424000,""1101203"":424000,""1102003"":226000,""1102001"":226000,""1102004"":226000}"
3010222,3010221,1,1,1,0,"{""1913001"":[1,19]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010223,3010222,1,1,1,0,"{""1901001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010224,3010223,1,1,1,0,"{""1906001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010225,3010224,1,1,1,0,"{""1903001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010226,3010225,1,1,1,0,"{""1907001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010227,3010226,1,1,1,0,"{""1909001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010228,3010227,1,1,1,0,"{""1904001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010229,3010228,1,1,1,0,"{""1902002"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010230,3010229,1,1,1,0,"{""1902003"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010231,3010230,1,1,1,0,"{""1902001"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010232,3010231,1,1,1,0,"{""1902004"":[1,20]}","{""1101201"":467000,""1101202"":467000,""1101203"":467000,""1102003"":249000,""1102001"":249000,""1102004"":249000}"
3010233,3010232,1,1,1,0,"{""1913001"":[1,20]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010234,3010233,1,1,1,0,"{""1901001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010235,3010234,1,1,1,0,"{""1906001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010236,3010235,1,1,1,0,"{""1903001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010237,3010236,1,1,1,0,"{""1907001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010238,3010237,1,1,1,0,"{""1909001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010239,3010238,1,1,1,0,"{""1904001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010240,3010239,1,1,1,0,"{""1902002"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010241,3010240,1,1,1,0,"{""1902003"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010242,3010241,1,1,1,0,"{""1902001"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010243,3010242,1,1,1,0,"{""1902004"":[1,21]}","{""1101201"":514000,""1101202"":514000,""1101203"":514000,""1102003"":274000,""1102001"":274000,""1102004"":274000}"
3010244,3010243,1,1,1,0,"{""1913001"":[1,21]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010245,3010244,1,1,1,0,"{""1901001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010246,3010245,1,1,1,0,"{""1906001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010247,3010246,1,1,1,0,"{""1903001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010248,3010247,1,1,1,0,"{""1907001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010249,3010248,1,1,1,0,"{""1909001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010250,3010249,1,1,1,0,"{""1904001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010251,3010250,1,1,1,0,"{""1902002"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010252,3010251,1,1,1,0,"{""1902003"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010253,3010252,1,1,1,0,"{""1902001"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010254,3010253,1,1,1,0,"{""1902004"":[1,22]}","{""1101201"":566000,""1101202"":566000,""1101203"":566000,""1102003"":302000,""1102001"":302000,""1102004"":302000}"
3010255,3010254,1,1,1,0,"{""1913001"":[1,22]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010256,3010255,1,1,1,0,"{""1901001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010257,3010256,1,1,1,0,"{""1906001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010258,3010257,1,1,1,0,"{""1903001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010259,3010258,1,1,1,0,"{""1907001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010260,3010259,1,1,1,0,"{""1909001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010261,3010260,1,1,1,0,"{""1904001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010262,3010261,1,1,1,0,"{""1902002"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010263,3010262,1,1,1,0,"{""1902003"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010264,3010263,1,1,1,0,"{""1902001"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010265,3010264,1,1,1,0,"{""1902004"":[1,23]}","{""1101201"":623000,""1101202"":623000,""1101203"":623000,""1102003"":333000,""1102001"":333000,""1102004"":333000}"
3010266,3010265,1,1,1,0,"{""1913001"":[1,23]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010267,3010266,1,1,1,0,"{""1901001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010268,3010267,1,1,1,0,"{""1906001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010269,3010268,1,1,1,0,"{""1903001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010270,3010269,1,1,1,0,"{""1907001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010271,3010270,1,1,1,0,"{""1909001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010272,3010271,1,1,1,0,"{""1904001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010273,3010272,1,1,1,0,"{""1902002"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010274,3010273,1,1,1,0,"{""1902003"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010275,3010274,1,1,1,0,"{""1902001"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010276,3010275,1,1,1,0,"{""1902004"":[1,24]}","{""1101201"":686000,""1101202"":686000,""1101203"":686000,""1102003"":367000,""1102001"":367000,""1102004"":367000}"
3010277,3010276,1,1,1,0,"{""1913001"":[1,24]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010278,3010277,1,1,1,0,"{""1901001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010279,3010278,1,1,1,0,"{""1906001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010280,3010279,1,1,1,0,"{""1903001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010281,3010280,1,1,1,0,"{""1907001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010282,3010281,1,1,1,0,"{""1909001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010283,3010282,1,1,1,0,"{""1904001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010284,3010283,1,1,1,0,"{""1902002"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010285,3010284,1,1,1,0,"{""1902003"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010286,3010285,1,1,1,0,"{""1902001"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010287,3010286,1,1,1,0,"{""1902004"":[1,25]}","{""1101201"":755000,""1101202"":755000,""1101203"":755000,""1102003"":404000,""1102001"":404000,""1102004"":404000}"
3010288,3010287,1,1,1,0,"{""1913001"":[1,25]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010289,3010288,1,1,1,0,"{""1901001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010290,3010289,1,1,1,0,"{""1906001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010291,3010290,1,1,1,0,"{""1903001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010292,3010291,1,1,1,0,"{""1907001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010293,3010292,1,1,1,0,"{""1909001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010294,3010293,1,1,1,0,"{""1904001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010295,3010294,1,1,1,0,"{""1902002"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010296,3010295,1,1,1,0,"{""1902003"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010297,3010296,1,1,1,0,"{""1902001"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010298,3010297,1,1,1,0,"{""1902004"":[1,26]}","{""1101201"":831000,""1101202"":831000,""1101203"":831000,""1102003"":445000,""1102001"":445000,""1102004"":445000}"
3010299,3010298,1,1,1,0,"{""1913001"":[1,26]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010300,3010299,1,1,1,0,"{""1901001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010301,3010300,1,1,1,0,"{""1906001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010302,3010301,1,1,1,0,"{""1903001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010303,3010302,1,1,1,0,"{""1907001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010304,3010303,1,1,1,0,"{""1909001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010305,3010304,1,1,1,0,"{""1904001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010306,3010305,1,1,1,0,"{""1902002"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010307,3010306,1,1,1,0,"{""1902003"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010308,3010307,1,1,1,0,"{""1902001"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010309,3010308,1,1,1,0,"{""1902004"":[1,27]}","{""1101201"":915000,""1101202"":915000,""1101203"":915000,""1102003"":490000,""1102001"":490000,""1102004"":490000}"
3010310,3010309,1,1,1,0,"{""1913001"":[1,27]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010311,3010310,1,1,1,0,"{""1901001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010312,3010311,1,1,1,0,"{""1906001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010313,3010312,1,1,1,0,"{""1903001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010314,3010313,1,1,1,0,"{""1907001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010315,3010314,1,1,1,0,"{""1909001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010316,3010315,1,1,1,0,"{""1904001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010317,3010316,1,1,1,0,"{""1902002"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010318,3010317,1,1,1,0,"{""1902003"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010319,3010318,1,1,1,0,"{""1902001"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010320,3010319,1,1,1,0,"{""1902004"":[1,28]}","{""1101201"":1007000,""1101202"":1007000,""1101203"":1007000,""1102003"":539000,""1102001"":539000,""1102004"":539000}"
3010321,3010320,1,1,1,0,"{""1913001"":[1,28]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010322,3010321,1,1,1,0,"{""1901001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
3010323,3010322,1,1,1,0,"{""1906001"":[1,29]}","{""1101201"":1108000,""1101202"":1108000,""1101203"":1108000,""1102003"":593000,""1102001"":593000,""1102004"":593000}"
